table_schema,table_name,index_name,index_def
public,contract_aud,idx_speed_contract_aud_client_id,CREATE INDEX idx_speed_contract_aud_client_id ON public.contract_aud USING btree (client_id)
public,contract_aud,idx_speed_contract_aud_contractor_id,CREATE INDEX idx_speed_contract_aud_contractor_id ON public.contract_aud USING btree (contractor_id)
public,contract_aud,idx_speed_contract_aud_created_by_id,CREATE INDEX idx_speed_contract_aud_created_by_id ON public.contract_aud USING btree (created_by_id)
public,contract_aud,idx_speed_contract_aud_notice_period_unit_id,CREATE INDEX idx_speed_contract_aud_notice_period_unit_id ON public.contract_aud USING btree (notice_period_unit_id)
public,contract_aud,idx_speed_contract_aud_term_unit_id,CREATE INDEX idx_speed_contract_aud_term_unit_id ON public.contract_aud USING btree (contract_term_unit_id)
public,contract_aud,idx_speed_contract_aud_warranty_ends_reminder_unit_id,CREATE INDEX idx_speed_contract_aud_warranty_ends_reminder_unit_id ON public.contract_aud USING btree (warranty_ends_reminder_unit_id)
public,contract_aud,idx_speed_contract_aud_warranty_period_unit_id,CREATE INDEX idx_speed_contract_aud_warranty_period_unit_id ON public.contract_aud USING btree (warranty_period_unit_id)
public,contract_documents,contract_documents_pkey,"CREATE UNIQUE INDEX contract_documents_pkey ON public.contract_documents USING btree (contracts_id, documents_id)"
public,contract_documents_aud,contract_documents_aud_pkey,"CREATE UNIQUE INDEX contract_documents_aud_pkey ON public.contract_documents_aud USING btree (contracts_id, documents_id, rev)"
public,contract_systems,contract_systems_pkey,"CREATE UNIQUE INDEX contract_systems_pkey ON public.contract_systems USING btree (contracts_id, systems_id)"
public,contract_systems_aud,contract_systems_aud_pkey,"CREATE UNIQUE INDEX contract_systems_aud_pkey ON public.contract_systems_aud USING btree (contracts_id, systems_id, rev)"
public,coordinate,idx_speed_coordinate_asset_component_assembly_id,CREATE INDEX idx_speed_coordinate_asset_component_assembly_id ON public.coordinate USING btree (asset_component_assembly_id)
public,coordinate,idx_speed_coordinate_asset_component_id,CREATE INDEX idx_speed_coordinate_asset_component_id ON public.coordinate USING btree (asset_component_id)
public,coordinate,idx_speed_coordinate_created_by_id,CREATE INDEX idx_speed_coordinate_created_by_id ON public.coordinate USING btree (created_by_id)
public,coordinate,idx_speed_coordinate_facility_id,CREATE INDEX idx_speed_coordinate_facility_id ON public.coordinate USING btree (facility_id)
public,coordinate,idx_speed_coordinate_floor_id,CREATE INDEX idx_speed_coordinate_floor_id ON public.coordinate USING btree (floor_id)
public,coordinate,idx_speed_coordinate_model_id,CREATE INDEX idx_speed_coordinate_model_id ON public.coordinate USING btree (model_id)
public,coordinate,idx_speed_coordinate_owning_facility_id,CREATE INDEX idx_speed_coordinate_owning_facility_id ON public.coordinate USING btree (owning_facility_id)
public,coordinate,idx_speed_coordinate_space_id,CREATE INDEX idx_speed_coordinate_space_id ON public.coordinate USING btree (space_id)
public,coordinate,pk_coordinate,CREATE UNIQUE INDEX pk_coordinate ON public.coordinate USING btree (id)
public,coordinate_attributes,coordinate_attributes_pkey,"CREATE UNIQUE INDEX coordinate_attributes_pkey ON public.coordinate_attributes USING btree (coordinates_id, attributes_id)"
public,coordination_document,coordination_document_pkey,CREATE UNIQUE INDEX coordination_document_pkey ON public.coordination_document USING btree (id)
public,coordination_document,idx_coordination_document_entity_facility,"CREATE INDEX idx_coordination_document_entity_facility ON public.coordination_document USING btree (entity_id, entity_type, owning_facility_id)"
public,coordination_document,uc_coordination_document_entity_document,"CREATE UNIQUE INDEX uc_coordination_document_entity_document ON public.coordination_document USING btree (entity_id, entity_type, document_id)"
public,dashboard_entry,dashboard_entry_pkey,CREATE UNIQUE INDEX dashboard_entry_pkey ON public.dashboard_entry USING btree (id)
public,data_format_entry,data_format_entry_pkey,CREATE UNIQUE INDEX data_format_entry_pkey ON public.data_format_entry USING btree (id)
public,data_format_template,data_format_template_pkey,CREATE UNIQUE INDEX data_format_template_pkey ON public.data_format_template USING btree (id)
public,data_sample,data_sample_pkey,CREATE UNIQUE INDEX data_sample_pkey ON public.data_sample USING btree (id)
public,data_set,data_set_pkey,CREATE UNIQUE INDEX data_set_pkey ON public.data_set USING btree (id)
public,data_set,ux_vuid,CREATE UNIQUE INDEX ux_vuid ON public.data_set USING btree (vuid)
public,data_sheet,pk_data_sheet,CREATE UNIQUE INDEX pk_data_sheet ON public.data_sheet USING btree (id)
public,databasechangeloglock,pk_databasechangeloglock,CREATE UNIQUE INDEX pk_databasechangeloglock ON public.databasechangeloglock USING btree (id)
public,dictionary_reference,pk_dictionary_reference,CREATE UNIQUE INDEX pk_dictionary_reference ON public.dictionary_reference USING btree (id)
public,document,idx_document_is_contract,CREATE INDEX idx_document_is_contract ON public.document USING btree (is_contract)
public,document,idx_speed_document_created_by_id,CREATE INDEX idx_speed_document_created_by_id ON public.document USING btree (created_by_id)
public,document,idx_speed_document_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_document_ext_identifier_owning_facility_id ON public.document USING btree (ext_identifier, owning_facility_id)"
public,document,idx_speed_document_model_id,CREATE INDEX idx_speed_document_model_id ON public.document USING btree (model_id)
public,document,idx_speed_document_system_id,CREATE INDEX idx_speed_document_system_id ON public.document USING btree (system_id)
public,document,pk_document,CREATE UNIQUE INDEX pk_document ON public.document USING btree (id)
public,document_annotation,document_annotation_pkey,CREATE UNIQUE INDEX document_annotation_pkey ON public.document_annotation USING btree (id)
public,document_annotation,unique_document_annotation_document_guid_document_id_constraint,"CREATE UNIQUE INDEX unique_document_annotation_document_guid_document_id_constraint ON public.document_annotation USING btree (document_guid, document_id)"
public,document_attributes,document_attributes_pkey,"CREATE UNIQUE INDEX document_attributes_pkey ON public.document_attributes USING btree (documents_id, attributes_id)"
public,document_attributes,idx_speed_document_attributes_attributes_id,CREATE INDEX idx_speed_document_attributes_attributes_id ON public.document_attributes USING btree (attributes_id)
public,document_attributes,idx_speed_document_attributes_documents_id,CREATE INDEX idx_speed_document_attributes_documents_id ON public.document_attributes USING btree (documents_id)
public,document_attributes_aud,document_attributes_aud_pkey,"CREATE UNIQUE INDEX document_attributes_aud_pkey ON public.document_attributes_aud USING btree (documents_id, attributes_id, rev)"
public,document_attributes_aud,idx_document_attributes_aud_revtype,CREATE INDEX idx_document_attributes_aud_revtype ON public.document_attributes_aud USING btree (revtype)
public,document_aud,idx_document_aud_id,CREATE INDEX idx_document_aud_id ON public.document_aud USING btree (id)
public,document_aud,idx_document_aud_revtype,CREATE INDEX idx_document_aud_revtype ON public.document_aud USING btree (revtype)
public,document_aud,idx_speed_document_aud_created_by_id,CREATE INDEX idx_speed_document_aud_created_by_id ON public.document_aud USING btree (created_by_id)
public,document_aud,idx_speed_document_aud_owning_facility_id,CREATE INDEX idx_speed_document_aud_owning_facility_id ON public.document_aud USING btree (owning_facility_id)
public,document_aud,idx_speed_document_aud_system_id,CREATE INDEX idx_speed_document_aud_system_id ON public.document_aud USING btree (system_id)
public,document_authorized_editors,document_authorized_editors_pkey,"CREATE UNIQUE INDEX document_authorized_editors_pkey ON public.document_authorized_editors USING btree (documents_id, authorized_editors_id)"
public,document_authorized_editors_aud,document_authorized_editors_aud_pkey,"CREATE UNIQUE INDEX document_authorized_editors_aud_pkey ON public.document_authorized_editors_aud USING btree (documents_id, authorized_editors_id, rev)"
public,document_documents,document_documents_pkey,"CREATE UNIQUE INDEX document_documents_pkey ON public.document_documents USING btree (document_id, documents_id)"
public,document_documents,idx_speed_document_documents_document_id,CREATE INDEX idx_speed_document_documents_document_id ON public.document_documents USING btree (document_id)
public,document_documents,idx_speed_document_documents_documents_id,CREATE INDEX idx_speed_document_documents_documents_id ON public.document_documents USING btree (documents_id)
public,document_documents_aud,document_documents_aud_pkey,"CREATE UNIQUE INDEX document_documents_aud_pkey ON public.document_documents_aud USING btree (document_id, documents_id, rev)"
public,document_documents_aud,idx_document_documents_aud_revtype,CREATE INDEX idx_document_documents_aud_revtype ON public.document_documents_aud USING btree (revtype)
public,document_download_link,document_download_link_pkey,CREATE UNIQUE INDEX document_download_link_pkey ON public.document_download_link USING btree (id)
public,email,pk_email,CREATE UNIQUE INDEX pk_email ON public.email USING btree (id)
public,facility,idx_speed_facility_area_unit_id,CREATE INDEX idx_speed_facility_area_unit_id ON public.facility USING btree (area_unit_id)
public,facility,idx_speed_facility_created_by_id,CREATE INDEX idx_speed_facility_created_by_id ON public.facility USING btree (created_by_id)
public,facility,idx_speed_facility_currency_unit_id,CREATE INDEX idx_speed_facility_currency_unit_id ON public.facility USING btree (currency_unit_id)
public,facility,idx_speed_facility_information_id,CREATE INDEX idx_speed_facility_information_id ON public.facility USING btree (information_id)
public,facility,idx_speed_facility_linear_unit_id,CREATE INDEX idx_speed_facility_linear_unit_id ON public.facility USING btree (linear_unit_id)
public,facility,idx_speed_facility_volume_unit_id,CREATE INDEX idx_speed_facility_volume_unit_id ON public.facility USING btree (volume_unit_id)
public,facility,pk_facility,CREATE UNIQUE INDEX pk_facility ON public.facility USING btree (id)
public,facility,ux_facility_information_id,CREATE UNIQUE INDEX ux_facility_information_id ON public.facility USING btree (information_id)
public,facility_attributes,facility_attributes_pkey,"CREATE UNIQUE INDEX facility_attributes_pkey ON public.facility_attributes USING btree (facilities_id, attributes_id)"
public,facility_attributes,idx_speed_facility_attributes_attributes_id,CREATE INDEX idx_speed_facility_attributes_attributes_id ON public.facility_attributes USING btree (attributes_id)
public,facility_attributes,idx_speed_facility_attributes_facilities_id,CREATE INDEX idx_speed_facility_attributes_facilities_id ON public.facility_attributes USING btree (facilities_id)
public,facility_attributes_aud,facility_attributes_aud_pkey,"CREATE UNIQUE INDEX facility_attributes_aud_pkey ON public.facility_attributes_aud USING btree (facilities_id, attributes_id, rev)"
public,facility_attributes_aud,idx_facility_attributes_aud_revtype,CREATE INDEX idx_facility_attributes_aud_revtype ON public.facility_attributes_aud USING btree (revtype)
public,facility_aud,facility_aud_pkey,"CREATE UNIQUE INDEX facility_aud_pkey ON public.facility_aud USING btree (id, rev)"
public,facility_aud,idx_facility_aud_revtype,CREATE INDEX idx_facility_aud_revtype ON public.facility_aud USING btree (revtype)
public,facility_aud,idx_speed_facility_aud_area_unit_id,CREATE INDEX idx_speed_facility_aud_area_unit_id ON public.facility_aud USING btree (area_unit_id)
public,facility_aud,idx_speed_facility_aud_created_by_id,CREATE INDEX idx_speed_facility_aud_created_by_id ON public.facility_aud USING btree (created_by_id)
public,facility_aud,idx_speed_facility_aud_currency_unit_id,CREATE INDEX idx_speed_facility_aud_currency_unit_id ON public.facility_aud USING btree (currency_unit_id)
public,facility_aud,idx_speed_facility_aud_information_id,CREATE INDEX idx_speed_facility_aud_information_id ON public.facility_aud USING btree (information_id)
public,facility_aud,idx_speed_facility_aud_linear_unit_id,CREATE INDEX idx_speed_facility_aud_linear_unit_id ON public.facility_aud USING btree (linear_unit_id)
public,facility_aud,idx_speed_facility_aud_project_id,CREATE INDEX idx_speed_facility_aud_project_id ON public.facility_aud USING btree (project_id)
public,facility_aud,idx_speed_facility_aud_volume_unit_id,CREATE INDEX idx_speed_facility_aud_volume_unit_id ON public.facility_aud USING btree (volume_unit_id)
public,facility_documents,facility_documents_pkey,"CREATE UNIQUE INDEX facility_documents_pkey ON public.facility_documents USING btree (facilities_id, documents_id)"
public,facility_documents,idx_speed_facility_documents_documents_id,CREATE INDEX idx_speed_facility_documents_documents_id ON public.facility_documents USING btree (documents_id)
public,facility_documents,idx_speed_facility_documents_facilities_id,CREATE INDEX idx_speed_facility_documents_facilities_id ON public.facility_documents USING btree (facilities_id)
public,facility_documents_aud,facility_documents_aud_pkey,"CREATE UNIQUE INDEX facility_documents_aud_pkey ON public.facility_documents_aud USING btree (facilities_id, documents_id, rev)"
public,facility_documents_aud,idx_facility_documents_aud_revtype,CREATE INDEX idx_facility_documents_aud_revtype ON public.facility_documents_aud USING btree (revtype)
public,facility_impacts,facility_impacts_pkey,"CREATE UNIQUE INDEX facility_impacts_pkey ON public.facility_impacts USING btree (facilities_id, impacts_id)"
public,facility_impacts_aud,facility_impacts_aud_pkey,"CREATE UNIQUE INDEX facility_impacts_aud_pkey ON public.facility_impacts_aud USING btree (facilities_id, impacts_id, rev)"
public,facility_impacts_aud,idx_facility_impacts_aud_revtype,CREATE INDEX idx_facility_impacts_aud_revtype ON public.facility_impacts_aud USING btree (revtype)
public,file_operation,idx_speed_file_operation_project_id,CREATE INDEX idx_speed_file_operation_project_id ON public.file_operation USING btree (project_id)
public,file_operation,pk_file_import,CREATE UNIQUE INDEX pk_file_import ON public.file_operation USING btree (id)
public,file_reference,idx_speed_file_reference_project_id,CREATE INDEX idx_speed_file_reference_project_id ON public.file_reference USING btree (project_id)
public,file_reference,pk_file_reference,CREATE UNIQUE INDEX pk_file_reference ON public.file_reference USING btree (id)
public,floor,idx_speed_floor_created_by_id,CREATE INDEX idx_speed_floor_created_by_id ON public.floor USING btree (created_by_id)
public,floor,idx_speed_floor_ext_identifier_facility_id,"CREATE INDEX idx_speed_floor_ext_identifier_facility_id ON public.floor USING btree (ext_identifier, facility_id)"
public,floor,idx_speed_floor_model_id,CREATE INDEX idx_speed_floor_model_id ON public.floor USING btree (model_id)
public,floor,pk_floor,CREATE UNIQUE INDEX pk_floor ON public.floor USING btree (id)
public,floor_attributes,floor_attributes_pkey,"CREATE UNIQUE INDEX floor_attributes_pkey ON public.floor_attributes USING btree (floors_id, attributes_id)"
public,floor_attributes,idx_speed_floor_attributes_attributes_id,CREATE INDEX idx_speed_floor_attributes_attributes_id ON public.floor_attributes USING btree (attributes_id)
public,floor_attributes,idx_speed_floor_attributes_floors_id,CREATE INDEX idx_speed_floor_attributes_floors_id ON public.floor_attributes USING btree (floors_id)
public,floor_attributes_aud,floor_attributes_aud_pkey,"CREATE UNIQUE INDEX floor_attributes_aud_pkey ON public.floor_attributes_aud USING btree (floors_id, attributes_id, rev)"
public,floor_attributes_aud,idx_floor_attributes_aud_revtype,CREATE INDEX idx_floor_attributes_aud_revtype ON public.floor_attributes_aud USING btree (revtype)
public,floor_aud,floor_aud_pkey,"CREATE UNIQUE INDEX floor_aud_pkey ON public.floor_aud USING btree (id, rev)"
public,floor_aud,idx_floor_aud_revtype,CREATE INDEX idx_floor_aud_revtype ON public.floor_aud USING btree (revtype)
public,floor_aud,idx_speed_floor_aud_created_by_id,CREATE INDEX idx_speed_floor_aud_created_by_id ON public.floor_aud USING btree (created_by_id)
public,floor_aud,idx_speed_floor_aud_facility_id,CREATE INDEX idx_speed_floor_aud_facility_id ON public.floor_aud USING btree (facility_id)
public,floor_documents,floor_documents_pkey,"CREATE UNIQUE INDEX floor_documents_pkey ON public.floor_documents USING btree (floors_id, documents_id)"
public,floor_documents,idx_speed_floor_documents_documents_id,CREATE INDEX idx_speed_floor_documents_documents_id ON public.floor_documents USING btree (documents_id)
public,floor_documents,idx_speed_floor_documents_floors_id,CREATE INDEX idx_speed_floor_documents_floors_id ON public.floor_documents USING btree (floors_id)
public,floor_documents_aud,floor_documents_aud_pkey,"CREATE UNIQUE INDEX floor_documents_aud_pkey ON public.floor_documents_aud USING btree (floors_id, documents_id, rev)"
public,floor_documents_aud,idx_floor_documents_aud_revtype,CREATE INDEX idx_floor_documents_aud_revtype ON public.floor_documents_aud USING btree (revtype)
public,floor_impacts,floor_impacts_pkey,"CREATE UNIQUE INDEX floor_impacts_pkey ON public.floor_impacts USING btree (floors_id, impacts_id)"
public,floor_impacts_aud,floor_impacts_aud_pkey,"CREATE UNIQUE INDEX floor_impacts_aud_pkey ON public.floor_impacts_aud USING btree (floors_id, impacts_id, rev)"
public,floor_impacts_aud,idx_floor_impacts_aud_revtype,CREATE INDEX idx_floor_impacts_aud_revtype ON public.floor_impacts_aud USING btree (revtype)
public,general_individual_asset_identifier,general_individual_asset_identifier_pkey,CREATE UNIQUE INDEX general_individual_asset_identifier_pkey ON public.general_individual_asset_identifier USING btree (id)
public,general_individual_asset_identifier,ux_general_individual_asset_identifier_giai,CREATE UNIQUE INDEX ux_general_individual_asset_identifier_giai ON public.general_individual_asset_identifier USING btree (giai)
public,idp_applicability_template,idp_applicability_template_pkey,CREATE UNIQUE INDEX idp_applicability_template_pkey ON public.idp_applicability_template USING btree (id)
public,idp_application,idp_application_pkey,CREATE UNIQUE INDEX idp_application_pkey ON public.idp_application USING btree (id)
public,idp_application_definition,idp_application_definition_pkey,CREATE UNIQUE INDEX idp_application_definition_pkey ON public.idp_application_definition USING btree (id)
public,idp_application_definition_categories,idx_idp_app_def_categories_id,CREATE INDEX idx_idp_app_def_categories_id ON public.idp_application_definition_categories USING btree (idp_application_definition_id)
public,idp_cobie_attributes,pk_idp_cobie_attributes,CREATE UNIQUE INDEX pk_idp_cobie_attributes ON public.idp_cobie_attributes USING btree (id)
public,idp_cobie_attributes,unique_idp_cobie_attributes_phase_id_cobie_entity,"CREATE UNIQUE INDEX unique_idp_cobie_attributes_phase_id_cobie_entity ON public.idp_cobie_attributes USING btree (phase_id, cobie_entity)"
public,idp_definition,idx_speed_idp_definition_template_id,CREATE INDEX idx_speed_idp_definition_template_id ON public.idp_definition USING btree (template_id)
public,idp_definition,pk_idp_definition,CREATE UNIQUE INDEX pk_idp_definition ON public.idp_definition USING btree (id)
public,idp_definition_ifc_objects,idp_definition_ifc_objects_pkey,"CREATE UNIQUE INDEX idp_definition_ifc_objects_pkey ON public.idp_definition_ifc_objects USING btree (idp_definitions_id, ifc_objects_id)"
public,idp_document,idx_speed_idp_document_project_id,CREATE INDEX idx_speed_idp_document_project_id ON public.idp_document USING btree (project_id)
public,idp_document,pk_idp_document,CREATE UNIQUE INDEX pk_idp_document ON public.idp_document USING btree (id)
public,idp_ifc_object,idp_ifc_object_name_key,CREATE UNIQUE INDEX idp_ifc_object_name_key ON public.idp_ifc_object USING btree (name)
public,idp_ifc_object,pk_idp_ifc_object,CREATE UNIQUE INDEX pk_idp_ifc_object ON public.idp_ifc_object USING btree (id)
public,idp_mdt_document_definition,pk_idp_mdt_document_definition,CREATE UNIQUE INDEX pk_idp_mdt_document_definition ON public.idp_mdt_document_definition USING btree (id)
public,idp_mdt_document_definition_ifc_objects,idp_mdt_document_definition_ifc_objects_pkey,"CREATE UNIQUE INDEX idp_mdt_document_definition_ifc_objects_pkey ON public.idp_mdt_document_definition_ifc_objects USING btree (idp_mdt_document_definition_id, ifc_objects_id)"
public,idp_mdt_phase_documents,idx_speed_idp_mdt_phase_documents_definition_id,CREATE INDEX idx_speed_idp_mdt_phase_documents_definition_id ON public.idp_mdt_phase_documents USING btree (definition_id)
public,idp_mdt_phase_documents,idx_speed_idp_mdt_phase_documents_phase_id,CREATE INDEX idx_speed_idp_mdt_phase_documents_phase_id ON public.idp_mdt_phase_documents USING btree (phase_id)
public,idp_mdt_phase_documents,pk_idp_mdt_phase_documents,CREATE UNIQUE INDEX pk_idp_mdt_phase_documents ON public.idp_mdt_phase_documents USING btree (id)
public,idp_mdt_phase_documents_documents,idp_mdt_phase_documents_documents_pkey,"CREATE UNIQUE INDEX idp_mdt_phase_documents_documents_pkey ON public.idp_mdt_phase_documents_documents USING btree (idp_mdt_phase_documents_id, documents_id)"
public,idp_mdt_pset_definition,pk_idp_mdt_pset_definition,CREATE UNIQUE INDEX pk_idp_mdt_pset_definition ON public.idp_mdt_pset_definition USING btree (id)
public,idp_mdt_pset_definition_ifc_objects,idp_mdt_pset_definition_ifc_objects_pkey,"CREATE UNIQUE INDEX idp_mdt_pset_definition_ifc_objects_pkey ON public.idp_mdt_pset_definition_ifc_objects USING btree (idp_mdt_pset_definitions_id, ifc_objects_id)"
public,idp_phase,idx_speed_idp_phase_template_id,CREATE INDEX idx_speed_idp_phase_template_id ON public.idp_phase USING btree (template_id)
public,idp_phase,pk_idp_phase,CREATE UNIQUE INDEX pk_idp_phase ON public.idp_phase USING btree (id)
public,idp_phase_documents,idx_speed_idp_phase_documents_definition_id,CREATE INDEX idx_speed_idp_phase_documents_definition_id ON public.idp_phase_documents USING btree (definition_id)
public,idp_phase_documents,idx_speed_idp_phase_documents_phase_id,CREATE INDEX idx_speed_idp_phase_documents_phase_id ON public.idp_phase_documents USING btree (phase_id)
public,idp_phase_documents,pk_idp_phase_documents,CREATE UNIQUE INDEX pk_idp_phase_documents ON public.idp_phase_documents USING btree (id)
public,idp_phase_documents_documents,idp_phase_documents_documents_pkey,"CREATE UNIQUE INDEX idp_phase_documents_documents_pkey ON public.idp_phase_documents_documents USING btree (idp_phase_documents_id, documents_id)"
public,idp_property,idx_speed_idp_property_phase_id,CREATE INDEX idx_speed_idp_property_phase_id ON public.idp_property USING btree (phase_id)
public,idp_property,idx_speed_idp_property_property_id,CREATE INDEX idx_speed_idp_property_property_id ON public.idp_property USING btree (property_id)
public,idp_property,idx_speed_idp_property_pset_id,CREATE INDEX idx_speed_idp_property_pset_id ON public.idp_property USING btree (pset_id)
public,idp_property,pk_idp_property,CREATE UNIQUE INDEX pk_idp_property ON public.idp_property USING btree (id)
public,idp_pset,idx_speed_idp_pset_mdt_pset_definition_id,CREATE INDEX idx_speed_idp_pset_mdt_pset_definition_id ON public.idp_pset USING btree (mdt_pset_definition_id)
public,idp_pset,idx_speed_idp_pset_property_set_id,CREATE INDEX idx_speed_idp_pset_property_set_id ON public.idp_pset USING btree (property_set_id)
public,idp_pset,idx_speed_idp_pset_pset_definition_id,CREATE INDEX idx_speed_idp_pset_pset_definition_id ON public.idp_pset USING btree (pset_definition_id)
public,idp_pset,pk_idp_pset,CREATE UNIQUE INDEX pk_idp_pset ON public.idp_pset USING btree (id)
public,idp_pset_definition,idx_idp_pset_definition_category,CREATE INDEX idx_idp_pset_definition_category ON public.idp_pset_definition USING btree (category)
public,idp_pset_definition,idx_idp_pset_definition_jhi_system,CREATE INDEX idx_idp_pset_definition_jhi_system ON public.idp_pset_definition USING btree (jhi_system)
public,idp_pset_definition,idx_speed_idp_pset_definition_template_id,CREATE INDEX idx_speed_idp_pset_definition_template_id ON public.idp_pset_definition USING btree (template_id)
public,idp_pset_definition,pk_idp_pset_definition,CREATE UNIQUE INDEX pk_idp_pset_definition ON public.idp_pset_definition USING btree (id)
public,idp_pset_definition_ifc_objects,idp_pset_definition_ifc_objects_pkey,"CREATE UNIQUE INDEX idp_pset_definition_ifc_objects_pkey ON public.idp_pset_definition_ifc_objects USING btree (idp_pset_definitions_id, ifc_objects_id)"
public,idp_requirement,idp_requirement_pkey,CREATE UNIQUE INDEX idp_requirement_pkey ON public.idp_requirement USING btree (id)
public,idp_system_phase,idx_speed_idp_system_phase_phase_id,CREATE INDEX idx_speed_idp_system_phase_phase_id ON public.idp_system_phase USING btree (phase_id)
public,idp_system_phase,idx_speed_idp_system_phase_system_id,CREATE INDEX idx_speed_idp_system_phase_system_id ON public.idp_system_phase USING btree (system_id)
public,idp_system_phase,pk_idp_system_phase,CREATE UNIQUE INDEX pk_idp_system_phase ON public.idp_system_phase USING btree (id)
public,idp_template,idx_speed_idp_template_project_id,CREATE INDEX idx_speed_idp_template_project_id ON public.idp_template USING btree (project_id)
public,idp_template,pk_idp_template,CREATE UNIQUE INDEX pk_idp_template ON public.idp_template USING btree (id)
public,impact,idx_speed_impact_created_by_id,CREATE INDEX idx_speed_impact_created_by_id ON public.impact USING btree (created_by_id)
public,impact,idx_speed_impact_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_impact_ext_identifier_owning_facility_id ON public.impact USING btree (ext_identifier, owning_facility_id)"
public,impact,idx_speed_impact_impact_unit_id,CREATE INDEX idx_speed_impact_impact_unit_id ON public.impact USING btree (impact_unit_id)
public,impact,idx_speed_impact_model_id,CREATE INDEX idx_speed_impact_model_id ON public.impact USING btree (model_id)
public,impact,idx_speed_impact_system_id,CREATE INDEX idx_speed_impact_system_id ON public.impact USING btree (system_id)
public,impact,pk_impact,CREATE UNIQUE INDEX pk_impact ON public.impact USING btree (id)
public,impact_attributes,idx_speed_impact_attributes_attributes_id,CREATE INDEX idx_speed_impact_attributes_attributes_id ON public.impact_attributes USING btree (attributes_id)
public,impact_attributes,idx_speed_impact_attributes_impacts_id,CREATE INDEX idx_speed_impact_attributes_impacts_id ON public.impact_attributes USING btree (impacts_id)
public,impact_attributes,impact_attributes_pkey,"CREATE UNIQUE INDEX impact_attributes_pkey ON public.impact_attributes USING btree (impacts_id, attributes_id)"
public,impact_attributes_aud,idx_impact_attributes_aud_revtype,CREATE INDEX idx_impact_attributes_aud_revtype ON public.impact_attributes_aud USING btree (revtype)
public,impact_attributes_aud,impact_attributes_aud_pkey,"CREATE UNIQUE INDEX impact_attributes_aud_pkey ON public.impact_attributes_aud USING btree (impacts_id, attributes_id, rev)"
public,impact_aud,idx_impact_aud_id,CREATE INDEX idx_impact_aud_id ON public.impact_aud USING btree (id)
public,impact_aud,idx_impact_aud_rev,CREATE INDEX idx_impact_aud_rev ON public.impact_aud USING btree (rev)
public,impact_aud,idx_impact_aud_revend,CREATE INDEX idx_impact_aud_revend ON public.impact_aud USING btree (revend)
public,impact_aud,idx_impact_aud_revtype,CREATE INDEX idx_impact_aud_revtype ON public.impact_aud USING btree (revtype)
public,impact_aud,idx_speed_impact_aud_created_by_id,CREATE INDEX idx_speed_impact_aud_created_by_id ON public.impact_aud USING btree (created_by_id)
public,impact_aud,idx_speed_impact_aud_impact_unit_id,CREATE INDEX idx_speed_impact_aud_impact_unit_id ON public.impact_aud USING btree (impact_unit_id)
public,impact_aud,idx_speed_impact_aud_owning_facility_id,CREATE INDEX idx_speed_impact_aud_owning_facility_id ON public.impact_aud USING btree (owning_facility_id)
public,impact_aud,idx_speed_impact_aud_system_id,CREATE INDEX idx_speed_impact_aud_system_id ON public.impact_aud USING btree (system_id)
public,impact_documents,idx_speed_impact_documents_documents_id,CREATE INDEX idx_speed_impact_documents_documents_id ON public.impact_documents USING btree (documents_id)
public,impact_documents,idx_speed_impact_documents_impacts_id,CREATE INDEX idx_speed_impact_documents_impacts_id ON public.impact_documents USING btree (impacts_id)
public,impact_documents,impact_documents_pkey,"CREATE UNIQUE INDEX impact_documents_pkey ON public.impact_documents USING btree (impacts_id, documents_id)"
public,impact_documents_aud,idx_impact_documents_aud_revtype,CREATE INDEX idx_impact_documents_aud_revtype ON public.impact_documents_aud USING btree (revtype)
public,impact_documents_aud,impact_documents_aud_pkey,"CREATE UNIQUE INDEX impact_documents_aud_pkey ON public.impact_documents_aud USING btree (impacts_id, documents_id, rev)"
public,information_model_progress,idx_speed_information_model_progress_system_id,CREATE INDEX idx_speed_information_model_progress_system_id ON public.information_model_progress USING btree (system_id)
public,information_model_progress,pk_information_model_progress,CREATE UNIQUE INDEX pk_information_model_progress ON public.information_model_progress USING btree (id)
public,information_model_progress,unique_information_model_progress_key_step_owning_facility_id_s,"CREATE UNIQUE INDEX unique_information_model_progress_key_step_owning_facility_id_s ON public.information_model_progress USING btree (key, step, owning_facility_id, system_id)"
public,information_model_progress_task,information_model_progress_task_pkey,"CREATE UNIQUE INDEX information_model_progress_task_pkey ON public.information_model_progress_task USING btree (information_model_progress_id, tasks_id)"
public,instruction_information,pk_instruction_information,CREATE UNIQUE INDEX pk_instruction_information ON public.instruction_information USING btree (id)
public,instruction_information_aud,instruction_information_aud_pkey,"CREATE UNIQUE INDEX instruction_information_aud_pkey ON public.instruction_information_aud USING btree (id, rev)"
public,issue,idx_issue_relation_id,CREATE INDEX idx_issue_relation_id ON public.issue USING btree (relation_id)
public,issue,idx_issue_relation_related_id,CREATE INDEX idx_issue_relation_related_id ON public.issue USING btree (relation_related_id)
public,issue,idx_issue_relation_related_type,CREATE INDEX idx_issue_relation_related_type ON public.issue USING btree (relation_related_type)
public,issue,idx_issue_relation_type,CREATE INDEX idx_issue_relation_type ON public.issue USING btree (relation_type)
