table_schema,table_name,index_name,index_def
public,issue,idx_speed_issue_created_by_id,CREATE INDEX idx_speed_issue_created_by_id ON public.issue USING btree (created_by_id)
public,issue,idx_speed_issue_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_issue_ext_identifier_owning_facility_id ON public.issue USING btree (ext_identifier, owning_facility_id)"
public,issue,idx_speed_issue_model_id,CREATE INDEX idx_speed_issue_model_id ON public.issue USING btree (model_id)
public,issue,idx_speed_issue_owner_id,CREATE INDEX idx_speed_issue_owner_id ON public.issue USING btree (owner_id)
public,issue,idx_speed_issue_system_id,CREATE INDEX idx_speed_issue_system_id ON public.issue USING btree (system_id)
public,issue,pk_issue,CREATE UNIQUE INDEX pk_issue ON public.issue USING btree (id)
public,issue_attributes,idx_speed_issue_attributes_attributes_id,CREATE INDEX idx_speed_issue_attributes_attributes_id ON public.issue_attributes USING btree (attributes_id)
public,issue_attributes,idx_speed_issue_attributes_issues_id,CREATE INDEX idx_speed_issue_attributes_issues_id ON public.issue_attributes USING btree (issues_id)
public,issue_attributes,issue_attributes_pkey,"CREATE UNIQUE INDEX issue_attributes_pkey ON public.issue_attributes USING btree (issues_id, attributes_id)"
public,issue_attributes_aud,idx_issue_attributes_aud_revtype,CREATE INDEX idx_issue_attributes_aud_revtype ON public.issue_attributes_aud USING btree (revtype)
public,issue_attributes_aud,issue_attributes_aud_pkey,"CREATE UNIQUE INDEX issue_attributes_aud_pkey ON public.issue_attributes_aud USING btree (issues_id, attributes_id, rev)"
public,issue_aud,idx_issue_aud_id,CREATE INDEX idx_issue_aud_id ON public.issue_aud USING btree (id)
public,issue_aud,idx_issue_aud_rev,CREATE INDEX idx_issue_aud_rev ON public.issue_aud USING btree (rev)
public,issue_aud,idx_issue_aud_revend,CREATE INDEX idx_issue_aud_revend ON public.issue_aud USING btree (revend)
public,issue_aud,idx_issue_aud_revtype,CREATE INDEX idx_issue_aud_revtype ON public.issue_aud USING btree (revtype)
public,issue_aud,idx_speed_issue_aud_created_by_id,CREATE INDEX idx_speed_issue_aud_created_by_id ON public.issue_aud USING btree (created_by_id)
public,issue_aud,idx_speed_issue_aud_owner_id,CREATE INDEX idx_speed_issue_aud_owner_id ON public.issue_aud USING btree (owner_id)
public,issue_aud,idx_speed_issue_aud_owning_facility_id,CREATE INDEX idx_speed_issue_aud_owning_facility_id ON public.issue_aud USING btree (owning_facility_id)
public,issue_aud,idx_speed_issue_aud_system_id,CREATE INDEX idx_speed_issue_aud_system_id ON public.issue_aud USING btree (system_id)
public,issue_documents,idx_speed_issue_documents_documents_id,CREATE INDEX idx_speed_issue_documents_documents_id ON public.issue_documents USING btree (documents_id)
public,issue_documents,idx_speed_issue_documents_issues_id,CREATE INDEX idx_speed_issue_documents_issues_id ON public.issue_documents USING btree (issues_id)
public,issue_documents,issue_documents_pkey,"CREATE UNIQUE INDEX issue_documents_pkey ON public.issue_documents USING btree (issues_id, documents_id)"
public,issue_documents_aud,idx_issue_documents_aud_revtype,CREATE INDEX idx_issue_documents_aud_revtype ON public.issue_documents_aud USING btree (revtype)
public,issue_documents_aud,issue_documents_aud_pkey,"CREATE UNIQUE INDEX issue_documents_aud_pkey ON public.issue_documents_aud USING btree (issues_id, documents_id, rev)"
public,jhi_authority,pk_jhi_authority,CREATE UNIQUE INDEX pk_jhi_authority ON public.jhi_authority USING btree (name)
public,jhi_persistent_audit_event,idx_persistent_audit_event,"CREATE INDEX idx_persistent_audit_event ON public.jhi_persistent_audit_event USING btree (principal, event_date)"
public,jhi_persistent_audit_event,pk_jhi_persistent_audit_event,CREATE UNIQUE INDEX pk_jhi_persistent_audit_event ON public.jhi_persistent_audit_event USING btree (event_id)
public,jhi_persistent_audit_evt_data,idx_persistent_audit_evt_data,CREATE INDEX idx_persistent_audit_evt_data ON public.jhi_persistent_audit_evt_data USING btree (event_id)
public,jhi_persistent_audit_evt_data,jhi_persistent_audit_evt_data_pkey,"CREATE UNIQUE INDEX jhi_persistent_audit_evt_data_pkey ON public.jhi_persistent_audit_evt_data USING btree (event_id, name)"
public,jhi_user,pk_jhi_user,CREATE UNIQUE INDEX pk_jhi_user ON public.jhi_user USING btree (id)
public,jhi_user,ux_user_email,CREATE UNIQUE INDEX ux_user_email ON public.jhi_user USING btree (email)
public,jhi_user,ux_user_login,CREATE UNIQUE INDEX ux_user_login ON public.jhi_user USING btree (login)
public,jhi_user_authority,jhi_user_authority_pkey,"CREATE UNIQUE INDEX jhi_user_authority_pkey ON public.jhi_user_authority USING btree (user_id, authority_name)"
public,job,idx_speed_job_created_by_id,CREATE INDEX idx_speed_job_created_by_id ON public.job USING btree (created_by_id)
public,job,idx_speed_job_duration_unit_id,CREATE INDEX idx_speed_job_duration_unit_id ON public.job USING btree (duration_unit_id)
public,job,idx_speed_job_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_job_ext_identifier_owning_facility_id ON public.job USING btree (ext_identifier, owning_facility_id)"
public,job,idx_speed_job_frequency_unit_id,CREATE INDEX idx_speed_job_frequency_unit_id ON public.job USING btree (frequency_unit_id)
public,job,idx_speed_job_model_id,CREATE INDEX idx_speed_job_model_id ON public.job USING btree (model_id)
public,job,idx_speed_job_parent_id,CREATE INDEX idx_speed_job_parent_id ON public.job USING btree (parent_id)
public,job,idx_speed_job_task_start_unit_id,CREATE INDEX idx_speed_job_task_start_unit_id ON public.job USING btree (task_start_unit_id)
public,job,idx_speed_job_type_id,CREATE INDEX idx_speed_job_type_id ON public.job USING btree (type_id)
public,job,pk_job,CREATE UNIQUE INDEX pk_job ON public.job USING btree (id)
public,job_attributes,idx_speed_job_attributes_attributes_id,CREATE INDEX idx_speed_job_attributes_attributes_id ON public.job_attributes USING btree (attributes_id)
public,job_attributes,idx_speed_job_attributes_jobs_id,CREATE INDEX idx_speed_job_attributes_jobs_id ON public.job_attributes USING btree (jobs_id)
public,job_attributes,job_attributes_pkey,"CREATE UNIQUE INDEX job_attributes_pkey ON public.job_attributes USING btree (jobs_id, attributes_id)"
public,job_attributes_aud,idx_job_attributes_aud_revtype,CREATE INDEX idx_job_attributes_aud_revtype ON public.job_attributes_aud USING btree (revtype)
public,job_attributes_aud,job_attributes_aud_pkey,"CREATE UNIQUE INDEX job_attributes_aud_pkey ON public.job_attributes_aud USING btree (jobs_id, attributes_id, rev)"
public,job_aud,idx_job_aud_id,CREATE INDEX idx_job_aud_id ON public.job_aud USING btree (id)
public,job_aud,idx_job_aud_rev,CREATE INDEX idx_job_aud_rev ON public.job_aud USING btree (rev)
public,job_aud,idx_job_aud_revend,CREATE INDEX idx_job_aud_revend ON public.job_aud USING btree (revend)
public,job_aud,idx_job_aud_revtype,CREATE INDEX idx_job_aud_revtype ON public.job_aud USING btree (revtype)
public,job_aud,idx_speed_job_aud_created_by_id,CREATE INDEX idx_speed_job_aud_created_by_id ON public.job_aud USING btree (created_by_id)
public,job_aud,idx_speed_job_aud_duration_unit_id,CREATE INDEX idx_speed_job_aud_duration_unit_id ON public.job_aud USING btree (duration_unit_id)
public,job_aud,idx_speed_job_aud_frequency_unit_id,CREATE INDEX idx_speed_job_aud_frequency_unit_id ON public.job_aud USING btree (frequency_unit_id)
public,job_aud,idx_speed_job_aud_owning_facility_id,CREATE INDEX idx_speed_job_aud_owning_facility_id ON public.job_aud USING btree (owning_facility_id)
public,job_aud,idx_speed_job_aud_parent_id,CREATE INDEX idx_speed_job_aud_parent_id ON public.job_aud USING btree (parent_id)
public,job_aud,idx_speed_job_aud_task_start_unit_id,CREATE INDEX idx_speed_job_aud_task_start_unit_id ON public.job_aud USING btree (task_start_unit_id)
public,job_aud,idx_speed_job_aud_technical_system_id,CREATE INDEX idx_speed_job_aud_technical_system_id ON public.job_aud USING btree (technical_system_id)
public,job_aud,idx_speed_job_aud_type_id,CREATE INDEX idx_speed_job_aud_type_id ON public.job_aud USING btree (type_id)
public,job_documents,idx_speed_job_documents_documents_id,CREATE INDEX idx_speed_job_documents_documents_id ON public.job_documents USING btree (documents_id)
public,job_documents,idx_speed_job_documents_jobs_id,CREATE INDEX idx_speed_job_documents_jobs_id ON public.job_documents USING btree (jobs_id)
public,job_documents,job_documents_pkey,"CREATE UNIQUE INDEX job_documents_pkey ON public.job_documents USING btree (jobs_id, documents_id)"
public,job_documents_aud,idx_job_documents_aud_revtype,CREATE INDEX idx_job_documents_aud_revtype ON public.job_documents_aud USING btree (revtype)
public,job_documents_aud,job_documents_aud_pkey,"CREATE UNIQUE INDEX job_documents_aud_pkey ON public.job_documents_aud USING btree (jobs_id, documents_id, rev)"
public,job_impacts,job_impacts_pkey,"CREATE UNIQUE INDEX job_impacts_pkey ON public.job_impacts USING btree (jobs_id, impacts_id)"
public,job_impacts_aud,idx_job_impacts_aud_revtype,CREATE INDEX idx_job_impacts_aud_revtype ON public.job_impacts_aud USING btree (revtype)
public,job_impacts_aud,job_impacts_aud_pkey,"CREATE UNIQUE INDEX job_impacts_aud_pkey ON public.job_impacts_aud USING btree (jobs_id, impacts_id, rev)"
public,job_resources,idx_speed_job_resources_jobs_id,CREATE INDEX idx_speed_job_resources_jobs_id ON public.job_resources USING btree (jobs_id)
public,job_resources,idx_speed_job_resources_resources_id,CREATE INDEX idx_speed_job_resources_resources_id ON public.job_resources USING btree (resources_id)
public,job_resources,job_resources_pkey,"CREATE UNIQUE INDEX job_resources_pkey ON public.job_resources USING btree (jobs_id, resources_id)"
public,job_resources_aud,job_resources_aud_pkey,"CREATE UNIQUE INDEX job_resources_aud_pkey ON public.job_resources_aud USING btree (jobs_id, resources_id, rev)"
public,last_selected_viewer_object,last_selected_viewer_object_pkey,CREATE UNIQUE INDEX last_selected_viewer_object_pkey ON public.last_selected_viewer_object USING btree (id)
public,last_selected_viewer_object,uk_email_facility_project,"CREATE UNIQUE INDEX uk_email_facility_project ON public.last_selected_viewer_object USING btree (email, facility_id, project_id)"
public,localization,idx_localization_id_last_modified_date,"CREATE INDEX idx_localization_id_last_modified_date ON public.localization USING btree (id, last_modified_date)"
public,localization,idx_speed_localization_plv_id,CREATE INDEX idx_speed_localization_plv_id ON public.localization USING btree (pick_list_value_id)
public,localization,idx_speed_localization_property_id,CREATE INDEX idx_speed_localization_property_id ON public.localization USING btree (property_id)
public,localization,idx_speed_localization_property_set_id,CREATE INDEX idx_speed_localization_property_set_id ON public.localization USING btree (property_set_id)
public,localization,idx_speed_localization_unit_id,CREATE INDEX idx_speed_localization_unit_id ON public.localization USING btree (unit_id)
public,localization,pk_localization,CREATE UNIQUE INDEX pk_localization ON public.localization USING btree (id)
public,log_event,log_event_pkey,CREATE UNIQUE INDEX log_event_pkey ON public.log_event USING btree (id)
public,mapping_rule,mapping_rule_pkey,CREATE UNIQUE INDEX mapping_rule_pkey ON public.mapping_rule USING btree (id)
public,mapping_rule_source,mapping_rule_source_pkey,CREATE UNIQUE INDEX mapping_rule_source_pkey ON public.mapping_rule_source USING btree (id)
public,material,idx_speed_material_model_id,CREATE INDEX idx_speed_material_model_id ON public.material USING btree (model_id)
public,material,pk_material,CREATE UNIQUE INDEX pk_material ON public.material USING btree (id)
public,mdt_pset_category,mdt_pset_category_category_key,CREATE UNIQUE INDEX mdt_pset_category_category_key ON public.mdt_pset_category USING btree (category)
public,mdt_pset_category,mdt_pset_category_pkey,CREATE UNIQUE INDEX mdt_pset_category_pkey ON public.mdt_pset_category USING btree (id)
public,model,pk_model,CREATE UNIQUE INDEX pk_model ON public.model USING btree (id)
public,model_import,model_import_pkey,CREATE UNIQUE INDEX model_import_pkey ON public.model_import USING btree (id)
public,notification_setting,notification_setting_project_id_email_key,"CREATE UNIQUE INDEX notification_setting_project_id_email_key ON public.notification_setting USING btree (project_id, email)"
public,notification_setting,pk_notification_setting,CREATE UNIQUE INDEX pk_notification_setting ON public.notification_setting USING btree (id)
public,open_cde_document,open_cde_document_pkey,CREATE UNIQUE INDEX open_cde_document_pkey ON public.open_cde_document USING btree (id)
public,open_cde_document_selection,open_cde_document_selection_pkey,CREATE UNIQUE INDEX open_cde_document_selection_pkey ON public.open_cde_document_selection USING btree (id)
public,open_cde_file,open_cde_file_pkey,CREATE UNIQUE INDEX open_cde_file_pkey ON public.open_cde_file USING btree (id)
public,open_cde_file_upload,open_cde_file_upload_pkey,CREATE UNIQUE INDEX open_cde_file_upload_pkey ON public.open_cde_file_upload USING btree (id)
public,pick_list,pk_pick_list,CREATE UNIQUE INDEX pk_pick_list ON public.pick_list USING btree (id)
public,pick_list_value,pk_pick_list_value,CREATE UNIQUE INDEX pk_pick_list_value ON public.pick_list_value USING btree (id)
public,project,pk_project,CREATE UNIQUE INDEX pk_project ON public.project USING btree (id)
public,project,ux_project_information_id,CREATE UNIQUE INDEX ux_project_information_id ON public.project USING btree (information_id)
public,project_acl,pk_project_acl,CREATE UNIQUE INDEX pk_project_acl ON public.project_acl USING btree (id)
public,project_config_entity,pk_project_config_entity,CREATE UNIQUE INDEX pk_project_config_entity ON public.project_config_entity USING btree (id)
public,project_config_entity,unique_project_config_entity_constraint,"CREATE UNIQUE INDEX unique_project_config_entity_constraint ON public.project_config_entity USING btree (jhi_type, project_id)"
public,project_config_entity_element,pk_project_config_entity_element,CREATE UNIQUE INDEX pk_project_config_entity_element ON public.project_config_entity_element USING btree (id)
public,project_config_entity_t_column,pk_project_config_entity_t_column,CREATE UNIQUE INDEX pk_project_config_entity_t_column ON public.project_config_entity_t_column USING btree (id)
public,project_user_group,project_user_group_pkey,CREATE UNIQUE INDEX project_user_group_pkey ON public.project_user_group USING btree (id)
public,project_user_group,uq_project_user_group_project_id_user_group_id,"CREATE UNIQUE INDEX uq_project_user_group_project_id_user_group_id ON public.project_user_group USING btree (project_id, user_group_id)"
public,property,idx_speed_property_property_set_id,CREATE INDEX idx_speed_property_property_set_id ON public.property USING btree (property_set_id)
public,property,pk_property,CREATE UNIQUE INDEX pk_property ON public.property USING btree (id)
public,property,ux_property_defined_values_id,CREATE UNIQUE INDEX ux_property_defined_values_id ON public.property USING btree (defined_values_id)
public,property,ux_property_defining_values_id,CREATE UNIQUE INDEX ux_property_defining_values_id ON public.property USING btree (defining_values_id)
public,property_ext_identifier_by_ext_object,property_ext_identifier_by_ex_ext_object_owning_facility_id_idx,"CREATE INDEX property_ext_identifier_by_ex_ext_object_owning_facility_id_idx ON public.property_ext_identifier_by_ext_object USING btree (ext_object, owning_facility_id, property_id, jhi_value_txt, model_id, name)"
public,property_set,idx_property_set_is_default_name_ifc_version,"CREATE INDEX idx_property_set_is_default_name_ifc_version ON public.property_set USING btree (name, is_default, ifc_version)"
public,property_set,pk_property_set,CREATE UNIQUE INDEX pk_property_set ON public.property_set USING btree (id)
public,property_set_ifc_objects,property_set_ifc_objects_pkey,"CREATE UNIQUE INDEX property_set_ifc_objects_pkey ON public.property_set_ifc_objects USING btree (property_sets_id, ifc_objects_id)"
public,qr_code,idx_speed_qr_code_project_id,CREATE INDEX idx_speed_qr_code_project_id ON public.qr_code USING btree (project_id)
public,qr_code,pk_qr_code,CREATE UNIQUE INDEX pk_qr_code ON public.qr_code USING btree (id)
public,resource,idx_speed_resource_created_by_id,CREATE INDEX idx_speed_resource_created_by_id ON public.resource USING btree (created_by_id)
public,resource,idx_speed_resource_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_resource_ext_identifier_owning_facility_id ON public.resource USING btree (ext_identifier, owning_facility_id)"
public,resource,idx_speed_resource_model_id,CREATE INDEX idx_speed_resource_model_id ON public.resource USING btree (model_id)
public,resource,idx_speed_resource_system_id,CREATE INDEX idx_speed_resource_system_id ON public.resource USING btree (system_id)
public,resource,pk_resource,CREATE UNIQUE INDEX pk_resource ON public.resource USING btree (id)
public,resource_attributes,idx_speed_resource_attributes_attributes_id,CREATE INDEX idx_speed_resource_attributes_attributes_id ON public.resource_attributes USING btree (attributes_id)
public,resource_attributes,idx_speed_resource_attributes_resources_id,CREATE INDEX idx_speed_resource_attributes_resources_id ON public.resource_attributes USING btree (resources_id)
public,resource_attributes,resource_attributes_pkey,"CREATE UNIQUE INDEX resource_attributes_pkey ON public.resource_attributes USING btree (resources_id, attributes_id)"
public,resource_attributes_aud,idx_resource_attributes_aud_revtype,CREATE INDEX idx_resource_attributes_aud_revtype ON public.resource_attributes_aud USING btree (revtype)
public,resource_attributes_aud,resource_attributes_aud_pkey,"CREATE UNIQUE INDEX resource_attributes_aud_pkey ON public.resource_attributes_aud USING btree (resources_id, attributes_id, rev)"
public,resource_aud,idx_resource_aud_id,CREATE INDEX idx_resource_aud_id ON public.resource_aud USING btree (id)
public,resource_aud,idx_resource_aud_rev,CREATE INDEX idx_resource_aud_rev ON public.resource_aud USING btree (rev)
public,resource_aud,idx_resource_aud_revend,CREATE INDEX idx_resource_aud_revend ON public.resource_aud USING btree (revend)
public,resource_aud,idx_resource_aud_revtype,CREATE INDEX idx_resource_aud_revtype ON public.resource_aud USING btree (revtype)
public,resource_aud,idx_speed_resource_aud_created_by_id,CREATE INDEX idx_speed_resource_aud_created_by_id ON public.resource_aud USING btree (created_by_id)
public,resource_aud,idx_speed_resource_aud_owning_facility_id,CREATE INDEX idx_speed_resource_aud_owning_facility_id ON public.resource_aud USING btree (owning_facility_id)
public,resource_aud,idx_speed_resource_aud_system_id,CREATE INDEX idx_speed_resource_aud_system_id ON public.resource_aud USING btree (system_id)
public,resource_documents,idx_speed_resource_documents_documents_id,CREATE INDEX idx_speed_resource_documents_documents_id ON public.resource_documents USING btree (documents_id)
public,resource_documents,idx_speed_resource_documents_resources_id,CREATE INDEX idx_speed_resource_documents_resources_id ON public.resource_documents USING btree (resources_id)
public,resource_documents,resource_documents_pkey,"CREATE UNIQUE INDEX resource_documents_pkey ON public.resource_documents USING btree (resources_id, documents_id)"
public,resource_documents_aud,idx_resource_documents_aud_revtype,CREATE INDEX idx_resource_documents_aud_revtype ON public.resource_documents_aud USING btree (revtype)
public,resource_documents_aud,resource_documents_aud_pkey,"CREATE UNIQUE INDEX resource_documents_aud_pkey ON public.resource_documents_aud USING btree (resources_id, documents_id, rev)"
public,resource_impacts,resource_impacts_pkey,"CREATE UNIQUE INDEX resource_impacts_pkey ON public.resource_impacts USING btree (resources_id, impacts_id)"
public,resource_impacts_aud,idx_resource_impacts_aud_revtype,CREATE INDEX idx_resource_impacts_aud_revtype ON public.resource_impacts_aud USING btree (revtype)
public,resource_impacts_aud,resource_impacts_aud_pkey,"CREATE UNIQUE INDEX resource_impacts_aud_pkey ON public.resource_impacts_aud USING btree (resources_id, impacts_id, rev)"
public,revinfo,pk_revinfo,CREATE UNIQUE INDEX pk_revinfo ON public.revinfo USING btree (rev)
public,revision_lookup,pk_revision_lookup,CREATE UNIQUE INDEX pk_revision_lookup ON public.revision_lookup USING btree (id)
public,revision_lookup,revision_lookup_tag_entity_type_object_id_revision_id_facil_key,"CREATE UNIQUE INDEX revision_lookup_tag_entity_type_object_id_revision_id_facil_key ON public.revision_lookup USING btree (tag, entity_type, object_id, revision_id, facility_id)"
public,search_entity,idx_gin_search_entity_vector,CREATE INDEX idx_gin_search_entity_vector ON public.search_entity USING gin (vector gin_trgm_ops)
public,search_entity,idx_search_entity_entity_id_entity_type,"CREATE INDEX idx_search_entity_entity_id_entity_type ON public.search_entity USING btree (entity_id, entity_type)"
public,search_entity,search_entity_owning_facility_id_entity_type_idx,"CREATE INDEX search_entity_owning_facility_id_entity_type_idx ON public.search_entity USING btree (owning_facility_id, entity_type)"
public,search_entity,search_entity_pkey,CREATE UNIQUE INDEX search_entity_pkey ON public.search_entity USING btree (id)
public,search_entity,search_entity_project_id_entity_type_idx,"CREATE INDEX search_entity_project_id_entity_type_idx ON public.search_entity USING btree (project_id, entity_type)"
public,sla_time_config,pk_sla_time_config,CREATE UNIQUE INDEX pk_sla_time_config ON public.sla_time_config USING btree (id)
public,sla_time_config,sla_time_config_valid_from_project_id,"CREATE UNIQUE INDEX sla_time_config_valid_from_project_id ON public.sla_time_config USING btree (valid_from, project_id)"
public,sla_time_config,sla_time_config_valid_to_project_id,"CREATE UNIQUE INDEX sla_time_config_valid_to_project_id ON public.sla_time_config USING btree (valid_to, project_id)"
public,sla_time_exception,pk_sla_time_exception,CREATE UNIQUE INDEX pk_sla_time_exception ON public.sla_time_exception USING btree (id)
public,sla_time_exception,sla_time_exception_date_project_id,"CREATE UNIQUE INDEX sla_time_exception_date_project_id ON public.sla_time_exception USING btree (date, project_id)"
public,smart_data_preference,smart_data_preference_pkey,CREATE UNIQUE INDEX smart_data_preference_pkey ON public.smart_data_preference USING btree (id)
public,space,idx_space_name_owning_facility_id,"CREATE INDEX idx_space_name_owning_facility_id ON public.space USING btree (name, owning_facility_id)"
public,space,idx_speed_space_created_by_id,CREATE INDEX idx_speed_space_created_by_id ON public.space USING btree (created_by_id)
public,space,idx_speed_space_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_space_ext_identifier_owning_facility_id ON public.space USING btree (ext_identifier, owning_facility_id)"
public,space,idx_speed_space_model_id,CREATE INDEX idx_speed_space_model_id ON public.space USING btree (model_id)
public,space,idx_speed_space_parent_id,CREATE INDEX idx_speed_space_parent_id ON public.space USING btree (parent_id)
public,space,pk_space,CREATE UNIQUE INDEX pk_space ON public.space USING btree (id)
public,space_attributes,idx_speed_space_attributes_attributes_id,CREATE INDEX idx_speed_space_attributes_attributes_id ON public.space_attributes USING btree (attributes_id)
public,space_attributes,idx_speed_space_attributes_spaces_id,CREATE INDEX idx_speed_space_attributes_spaces_id ON public.space_attributes USING btree (spaces_id)
public,space_attributes,space_attributes_pkey,"CREATE UNIQUE INDEX space_attributes_pkey ON public.space_attributes USING btree (spaces_id, attributes_id)"
public,space_attributes_aud,idx_space_attributes_aud_revtype,CREATE INDEX idx_space_attributes_aud_revtype ON public.space_attributes_aud USING btree (revtype)
public,space_attributes_aud,space_attributes_aud_pkey,"CREATE UNIQUE INDEX space_attributes_aud_pkey ON public.space_attributes_aud USING btree (spaces_id, attributes_id, rev)"
public,space_aud,idx_space_aud_revtype,CREATE INDEX idx_space_aud_revtype ON public.space_aud USING btree (revtype)
public,space_aud,idx_speed_space_aud_created_by_id,CREATE INDEX idx_speed_space_aud_created_by_id ON public.space_aud USING btree (created_by_id)
public,space_aud,idx_speed_space_aud_floor_id,CREATE INDEX idx_speed_space_aud_floor_id ON public.space_aud USING btree (floor_id)
public,space_aud,idx_speed_space_aud_owning_facility_id,CREATE INDEX idx_speed_space_aud_owning_facility_id ON public.space_aud USING btree (owning_facility_id)
public,space_aud,idx_speed_space_aud_parent_id,CREATE INDEX idx_speed_space_aud_parent_id ON public.space_aud USING btree (parent_id)
public,space_aud,space_aud_pkey,"CREATE UNIQUE INDEX space_aud_pkey ON public.space_aud USING btree (id, rev)"
public,space_components,idx_speed_space_components_components_id,CREATE INDEX idx_speed_space_components_components_id ON public.space_components USING btree (components_id)
public,space_components,idx_speed_space_components_spaces_id,CREATE INDEX idx_speed_space_components_spaces_id ON public.space_components USING btree (spaces_id)
public,space_components,space_components_pkey,"CREATE UNIQUE INDEX space_components_pkey ON public.space_components USING btree (spaces_id, components_id)"
public,space_components_aud,space_components_aud_pkey,"CREATE UNIQUE INDEX space_components_aud_pkey ON public.space_components_aud USING btree (spaces_id, components_id, rev)"
public,space_documents,idx_speed_space_documents_documents_id,CREATE INDEX idx_speed_space_documents_documents_id ON public.space_documents USING btree (documents_id)
public,space_documents,idx_speed_space_documents_spaces_id,CREATE INDEX idx_speed_space_documents_spaces_id ON public.space_documents USING btree (spaces_id)
public,space_documents,space_documents_pkey,"CREATE UNIQUE INDEX space_documents_pkey ON public.space_documents USING btree (spaces_id, documents_id)"
public,space_documents_aud,idx_space_documents_aud_revtype,CREATE INDEX idx_space_documents_aud_revtype ON public.space_documents_aud USING btree (revtype)
public,space_documents_aud,space_documents_aud_pkey,"CREATE UNIQUE INDEX space_documents_aud_pkey ON public.space_documents_aud USING btree (spaces_id, documents_id, rev)"
public,space_impacts,space_impacts_pkey,"CREATE UNIQUE INDEX space_impacts_pkey ON public.space_impacts USING btree (spaces_id, impacts_id)"
public,space_impacts_aud,idx_space_impacts_aud_revtype,CREATE INDEX idx_space_impacts_aud_revtype ON public.space_impacts_aud USING btree (revtype)
public,space_impacts_aud,space_impacts_aud_pkey,"CREATE UNIQUE INDEX space_impacts_aud_pkey ON public.space_impacts_aud USING btree (spaces_id, impacts_id, rev)"
public,space_zones,idx_speed_space_zones_id,CREATE INDEX idx_speed_space_zones_id ON public.space_zones USING btree (zones_id)
public,space_zones,idx_speed_space_zones_spaces_id,CREATE INDEX idx_speed_space_zones_spaces_id ON public.space_zones USING btree (spaces_id)
public,space_zones,space_zones_pkey,"CREATE UNIQUE INDEX space_zones_pkey ON public.space_zones USING btree (spaces_id, zones_id)"
public,space_zones_aud,space_zones_aud_pkey,"CREATE UNIQUE INDEX space_zones_aud_pkey ON public.space_zones_aud USING btree (spaces_id, zones_id, rev)"
public,spare,idx_speed_spare_created_by_id,CREATE INDEX idx_speed_spare_created_by_id ON public.spare USING btree (created_by_id)
public,spare,idx_speed_spare_ext_identifier_owning_facility_id,"CREATE INDEX idx_speed_spare_ext_identifier_owning_facility_id ON public.spare USING btree (ext_identifier, owning_facility_id)"
public,spare,idx_speed_spare_model_id,CREATE INDEX idx_speed_spare_model_id ON public.spare USING btree (model_id)
public,spare,idx_speed_spare_system_id,CREATE INDEX idx_speed_spare_system_id ON public.spare USING btree (system_id)
public,spare,pk_spare,CREATE UNIQUE INDEX pk_spare ON public.spare USING btree (id)
public,spare_attributes,idx_speed_spare_attributes_attributes_id,CREATE INDEX idx_speed_spare_attributes_attributes_id ON public.spare_attributes USING btree (attributes_id)
public,spare_attributes,idx_speed_spare_attributes_spares_id,CREATE INDEX idx_speed_spare_attributes_spares_id ON public.spare_attributes USING btree (spares_id)
public,spare_attributes,spare_attributes_pkey,"CREATE UNIQUE INDEX spare_attributes_pkey ON public.spare_attributes USING btree (spares_id, attributes_id)"
public,spare_attributes_aud,idx_spare_attributes_aud_revtype,CREATE INDEX idx_spare_attributes_aud_revtype ON public.spare_attributes_aud USING btree (revtype)
public,spare_attributes_aud,spare_attributes_aud_pkey,"CREATE UNIQUE INDEX spare_attributes_aud_pkey ON public.spare_attributes_aud USING btree (spares_id, attributes_id, rev)"
public,spare_aud,idx_spare_aud_id,CREATE INDEX idx_spare_aud_id ON public.spare_aud USING btree (id)
public,spare_aud,idx_spare_aud_rev,CREATE INDEX idx_spare_aud_rev ON public.spare_aud USING btree (rev)
public,spare_aud,idx_spare_aud_revend,CREATE INDEX idx_spare_aud_revend ON public.spare_aud USING btree (revend)
public,spare_aud,idx_spare_aud_revtype,CREATE INDEX idx_spare_aud_revtype ON public.spare_aud USING btree (revtype)
public,spare_aud,idx_speed_spare_aud_created_by_id,CREATE INDEX idx_speed_spare_aud_created_by_id ON public.spare_aud USING btree (created_by_id)
public,spare_aud,idx_speed_spare_aud_owning_facility_id,CREATE INDEX idx_speed_spare_aud_owning_facility_id ON public.spare_aud USING btree (owning_facility_id)
public,spare_aud,idx_speed_spare_aud_system_id,CREATE INDEX idx_speed_spare_aud_system_id ON public.spare_aud USING btree (system_id)
public,spare_documents,idx_speed_spare_documents_documents_id,CREATE INDEX idx_speed_spare_documents_documents_id ON public.spare_documents USING btree (documents_id)
public,spare_documents,idx_speed_spare_documents_spares_id,CREATE INDEX idx_speed_spare_documents_spares_id ON public.spare_documents USING btree (spares_id)
public,spare_documents,spare_documents_pkey,"CREATE UNIQUE INDEX spare_documents_pkey ON public.spare_documents USING btree (spares_id, documents_id)"
public,spare_documents_aud,idx_spare_documents_aud_revtype,CREATE INDEX idx_spare_documents_aud_revtype ON public.spare_documents_aud USING btree (revtype)
